Car brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,car old
M,2018,13.815510557964274,11.156250521031495,0,Individual,1,1,25.1,7.129297548929373,88.5,5.0,7
M,2015,13.458835614025542,11.695247021764184,0,Individual,1,2,20.77,7.129297548929373,88.76,7.0,10
H,2017,13.287877815881902,11.156250521031495,0,Individual,1,2,25.8,7.311886164077165,98.6,5.0,8
M,2002,11.84939770159144,11.289781913656018,1,Individual,1,2,18.9,6.905753276311464,67.1,5.0,23
M,2017,13.493926933836812,11.512925464970229,0,Individual,1,2,18.49,7.30854279753919,100.0,7.0,8
T,2017,14.334304351379442,11.964001084330445,0,Individual,1,1,13.68,7.780303087908373,147.8,7.0,8
M,2015,13.217673557208654,10.819778284410283,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,10
M,2012,12.388394202324129,11.407564949312402,0,Individual,1,2,23.2,7.129297548929373,73.94,5.0,13
C,2013,13.410545324897761,11.082142548877775,0,Individual,1,1,14.6,7.7102051944325325,184.0,7.0,12
H,2017,13.415032991367148,10.819778284410283,0,Individual,1,1,27.3,7.311886164077165,98.6,5.0,8
M,2015,13.217673557208654,11.608235644774552,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,10
M,2015,12.89921982609012,10.308952660644293,1,Individual,1,1,23.1,6.905753276311464,67.04,5.0,10
H,2014,13.208541073645382,11.289781913656018,0,Individual,1,2,22.32,7.366445148327599,126.32,5.0,11
M,2015,13.303016877097587,11.156250521031495,1,Individual,1,1,16.02,7.224753405767971,93.7,7.0,10
H,2016,13.493926933836812,11.512925464970229,0,Individual,1,1,21.38,7.241366283322318,88.7,5.0,9
H,2015,13.17115354157376,11.695247021764184,1,Individual,1,2,17.4,7.311218384419629,117.3,5.0,10
M,2011,12.230760380059866,11.350406535472453,0,Individual,1,2,21.1,7.129297548929373,73.9,5.0,14
S,2012,12.154779351142624,11.608235644774552,0,Individual,1,1,21.0,7.089243155027514,75.0,5.0,13
H,2015,12.644327576461329,11.002099841204238,0,Individual,1,4,24.0,7.02108396428914,70.0,5.0,10
H,2016,12.84792653170257,11.407564949312402,0,Individual,1,2,24.0,7.02108396428914,70.0,5.0,9
M,2012,12.225875272826354,11.608235644774552,1,Individual,1,3,20.92,6.905753276311464,67.1,5.0,13
H,2018,12.765688433465597,10.126631103850338,1,Individual,1,1,20.3,6.905753276311464,68.05,5.0,7
V,2013,12.765688433465597,11.512925464970229,0,Individual,1,1,20.54,7.37650812632622,103.6,5.0,12
F,2012,12.072541252905651,11.695247021764184,0,Individual,1,2,20.0,7.243512974665482,68.0,5.0,13
V,2011,12.736700896592344,11.407564949312402,0,Individual,1,1,20.54,7.37650812632622,103.6,5.0,14
H,2017,13.764217263576723,10.46310334047155,1,Individual,1,1,17.4,7.311218384419629,117.6,5.0,8
H,2017,13.704577879937933,10.46310334047155,1,Individual,1,1,17.8,7.311218384419629,117.3,5.0,8
T,2014,12.765688433465597,11.524854035835503,0,Individual,1,2,15.3,7.991592282068092,83.83,7.0,11
T,2005,11.512925464970229,11.407564949312402,1,Individual,1,2,12.8,7.241366283322318,85.0,5.0,20
M,2016,13.217673557208654,11.238488619268468,0,Individual,1,1,26.59,7.129297548929373,74.0,5.0,9
T,2004,11.512925464970229,11.002099841204238,0,Individual,1,3,16.1,7.247792581767846,70.0,5.0,21
M,2016,13.592367006650065,11.407564949312402,0,Individual,1,1,16.0,7.68662133494462,140.0,7.0,9
M,2013,13.17115354157376,11.289781913656018,0,Individual,1,2,15.96,7.833203948641057,62.1,7.0,12
T,2008,13.122363377404328,12.0959787227331,0,Individual,1,2,11.57,7.68662133494462,138.1,7.0,17
M,2003,10.645424897265505,11.03488966402723,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,22
M,2009,12.154779351142624,11.982929094215963,1,Individual,1,3,17.5,7.087573705557973,85.8,5.0,16
M,2019,13.450227239488942,10.46310334047155,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,6
M,2016,13.66700938955235,11.695247021764184,0,Individual,0,1,16.0,7.68662133494462,140.0,7.0,9
H,2017,13.38472764187182,10.819778284410283,0,Individual,1,1,25.8,7.311886164077165,98.6,5.0,8
M,2011,12.644327576461329,11.156250521031495,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,14
M,2013,12.793859310432293,11.48246625748552,0,Individual,1,1,22.9,7.129297548929373,74.0,5.0,12
M,2011,12.388394202324129,11.407564949312402,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,14
M,2012,13.122363377404328,11.344352955355886,0,Individual,1,4,15.1,7.68662133494462,140.0,7.0,13
T,2010,13.071070083016778,11.512925464970229,0,Individual,1,2,12.8,7.821643126239982,102.0,7.0,15
M,2007,11.512925464970229,11.002099841204238,1,Individual,1,3,19.7,6.679599185844383,46.3,5.0,18
M,2009,12.206072645530174,11.608235644774552,1,Individual,1,3,15.0,7.368970402194793,104.68,5.0,16
T,2006,12.971540487669746,12.483704382128453,0,Individual,1,1,12.8,7.821643126239982,102.0,8.0,19
M,2010,12.409013489526863,11.891361900690473,0,Individual,1,4,14.0,7.823245690685523,112.0,7.0,15
M,2014,13.017002861746503,11.156250521031495,0,Individual,1,1,23.4,7.129297548929373,74.0,5.0,11
M,2017,13.592367006650065,10.842439566953361,0,Individual,1,1,24.3,7.129297548929373,88.5,5.0,8
M,2011,12.2783933071098,10.596634733096073,1,Individual,1,1,21.1,7.087573705557973,85.8,5.0,14
M,2017,13.541073712262515,10.819778284410283,0,Individual,1,1,24.3,7.129297548929373,88.5,5.0,8
V,2015,12.9384405392434,11.289781913656018,0,Individual,1,1,20.14,7.311886164077165,88.8,5.0,10
M,2011,12.180754837545884,11.695247021764184,1,Individual,1,1,18.9,6.905753276311464,67.1,5.0,14
M,2017,12.691580461311874,10.043249494911286,1,Individual,1,1,24.7,6.679599185844383,47.3,5.0,8
M,2010,11.884489021402711,11.156250521031495,1,Individual,1,2,20.92,6.905753276311464,67.1,5.0,15
M,2018,13.422467969854667,10.043249494911286,0,Individual,1,1,28.4,7.129297548929373,74.0,5.0,7
M,2016,12.736700896592344,10.308952660644293,1,Individual,1,2,20.51,6.905753276311464,67.04,5.0,9
T,2011,12.736700896592344,10.819778284410283,0,Individual,1,1,19.0,7.129297548929373,90.0,5.0,14
M,2014,12.468436909997665,10.596634733096073,1,Individual,1,1,16.8,6.679599185844383,34.2,5.0,11
M,2015,12.611537753638338,10.819778284410283,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,10
M,2007,11.225243392518447,11.002099841204238,1,Individual,1,2,16.1,6.679599185844383,37.0,4.0,18
T,2011,12.765688433465597,11.289781913656018,0,Individual,1,1,19.4,7.247792581767846,70.0,5.0,14
M,2019,13.815510557964274,9.615805480084347,1,Individual,1,1,19.01,7.2875606403097235,103.2,6.0,6
T,2010,12.043553716032399,11.918390573078392,0,Individual,1,3,21.12,7.129297548929373,88.8,5.0,15
M,2018,13.304684934198283,10.596634733096073,1,Individual,1,1,19.0,7.087573705557973,85.8,5.0,7
H,2010,13.592367006650065,10.126631103850338,1,Individual,0,1,16.8,7.311218384419629,118.0,5.0,15
F,2018,13.652991628466498,11.695247021764184,0,Individual,1,2,17.0,7.882314918980268,80.84,7.0,7
M,2014,13.795307850646754,11.695247021764184,0,Individual,1,2,15.1,7.68662133494462,140.0,7.0,11
F,2011,13.652991628466498,12.604848765487542,0,Individual,1,2,13.1,7.823645930834952,141.0,7.0,14
T,2012,12.736700896592344,12.506177237980511,0,Individual,1,3,14.07,7.991592282068092,68.4,7.0,13
M,2018,13.710150042306449,10.819778284410283,0,Individual,0,2,24.3,7.129297548929373,88.5,5.0,7
M,2010,12.644327576461329,11.695247021764184,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,15
M,2013,13.304684934198283,11.002099841204238,0,Individual,1,3,20.77,7.129297548929373,88.8,7.0,12
M,2008,12.506177237980511,11.911701584927597,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,17
H,2019,13.142164043914272,8.517193191416238,1,Individual,1,1,20.3,6.990256500493881,68.0,5.0,6
T,2013,12.323855681186558,11.156250521031495,0,Individual,1,2,19.4,7.247792581767846,70.0,5.0,12
H,2015,12.542544882151386,10.915088464214607,1,Individual,1,1,20.36,7.087573705557973,78.9,5.0,10
T,2016,13.102160670086809,11.512925464970229,0,Individual,1,1,27.28,6.953684210870537,69.0,5.0,9
M,2013,12.994530005894443,11.695247021764184,0,Individual,1,1,15.96,7.833203948641057,62.1,9.0,12
T,2014,13.122363377404328,12.584430311024839,0,Individual,1,1,14.0,7.68662133494462,138.1,7.0,11
H,2005,13.075269673432222,11.350406535472453,1,Individual,1,3,11.1,7.763871287820222,158.8,5.0,20
H,2015,13.287877815881902,11.156250521031495,1,Individual,1,3,17.19,7.087573705557973,81.86,5.0,10
F,2010,13.122363377404328,11.695247021764184,0,Individual,1,1,13.1,7.823645930834952,141.0,7.0,15
F,2015,13.304684934198283,10.596634733096073,0,Individual,1,1,22.77,7.311886164077165,98.59,5.0,10
M,2016,13.527828485512494,11.156250521031495,0,Individual,1,1,15.4,7.599401333415815,120.0,7.0,9
B,2017,14.897315728316002,10.571316925111784,0,Dealer,0,1,19.59,7.598399329323964,187.74,5.0,8
B,2019,15.464169183551656,9.210340371976184,0,Dealer,0,1,18.12,7.598399329323964,190.0,5.0,6
V,2019,13.45166712454693,10.513253124157023,0,Dealer,1,1,20.14,7.311886164077165,88.0,5.0,6
M,2018,13.444446876573442,10.86283777387073,0,Dealer,1,1,26.59,7.129297548929373,74.0,5.0,7
H,2016,12.923909999653127,11.26446410567173,0,Dealer,1,1,24.0,7.078341579557671,73.97,5.0,9
T,2020,14.316285845876763,9.680344001221918,0,Dealer,1,1,17.0,7.578656850594762,167.67,5.0,5
A,2016,14.68050799545088,10.308952660644293,0,Dealer,0,1,15.73,7.584773077612199,174.33,5.0,9
H,2017,13.17115354157376,10.275051108968611,0,Dealer,1,2,24.0,7.078341579557671,73.97,5.0,8
J,2019,14.580978400103845,10.126631103850338,0,Dealer,1,1,16.3,7.578656850594762,170.63,5.0,6
M,2013,13.199324418540456,11.002099841204238,0,Individual,1,2,15.1,7.68662133494462,140.0,7.0,12
T,2017,14.827111469642754,11.002099841204238,0,Dealer,0,2,12.55,8.000349495324684,168.5,7.0,8
M,2016,13.815510557964274,11.626254150277232,0,Dealer,1,2,15.4,7.599401333415815,120.0,7.0,9
A,2018,14.880221294956703,9.615805480084347,0,Dealer,0,1,18.25,7.584773077612199,187.74,5.0,7
M,2017,13.493926933836812,10.596634733096073,0,Dealer,1,1,18.49,7.30854279753919,100.0,7.0,8
M,2018,13.790192749979985,10.491274217438248,0,Dealer,1,1,28.09,7.129297548929373,88.5,5.0,7
M,2016,12.779873068457553,11.002099841204238,1,Dealer,1,1,21.79,6.905753276311464,67.05,5.0,9
H,2008,12.89921982609012,11.695247021764184,1,Individual,1,1,11.1,7.763871287820222,158.8,5.0,17
M,2015,12.487485104968359,10.778956289890028,1,Dealer,1,1,24.7,6.679599185844383,47.3,5.0,10
V,2018,13.38472764187182,10.596634733096073,0,Dealer,1,1,20.14,7.311886164077165,88.0,5.0,7
M,2017,13.487006490992238,11.002099841204238,0,Individual,1,1,28.09,7.129297548929373,88.5,5.0,8
H,2016,13.652991628466498,10.126631103850338,1,Individual,1,1,17.01,7.372118028337787,121.3,5.0,9
M,2015,12.577636201962656,10.645424897265505,1,Individual,1,1,23.95,6.905753276311464,67.05,5.0,10
M,2010,13.997832114758229,10.46310334047155,1,Individual,0,2,10.93,7.822845290279774,204.0,5.0,15
M,2016,13.304684934198283,11.407564949312402,0,Individual,0,2,18.49,7.30854279753919,100.0,7.0,9
M,2011,12.611537753638338,11.407564949312402,0,Individual,1,2,21.1,7.129297548929373,73.9,5.0,14
R,2012,12.323855681186558,11.608235644774552,0,Individual,1,2,23.08,7.2868764117507,63.12,5.0,13
M,2009,12.388394202324129,11.156250521031495,0,Individual,1,2,19.3,7.129297548929373,73.9,5.0,16
H,2014,13.458835614025542,11.289781913656018,0,Individual,1,1,22.32,7.366445148327599,126.32,5.0,11
M,2014,13.060487973686241,11.156250521031495,0,Individual,1,2,25.2,7.129297548929373,74.0,5.0,11
H,2016,13.592367006650065,11.289781913656018,0,Individual,1,1,21.19,7.241366283322318,88.73,5.0,9
R,2012,13.017002861746503,11.407564949312402,0,Individual,1,1,19.01,7.2868764117507,108.45,5.0,13
T,2007,11.407564949312402,11.407564949312402,0,Individual,1,3,17.2,7.241366283322318,53.5,5.0,18
T,2010,13.017002861746503,11.695247021764184,0,Individual,1,2,21.43,7.218176838403408,87.2,5.0,15
T,2012,12.89921982609012,11.585246126549855,0,Individual,1,2,,,,,13
T,2017,14.197365800433305,11.03488966402723,0,Dealer,0,1,11.36,7.9211727215870145,171.5,7.0,8
H,2016,13.737549016494562,11.27720313144916,0,Dealer,1,1,19.67,7.366445148327599,126.2,5.0,9
T,2016,14.141210697603576,11.002099841204238,0,Dealer,1,2,13.68,7.780303087908373,147.8,7.0,9
T,2015,14.508657738524219,9.903487552536127,0,Individual,1,1,12.55,8.000349495324684,168.5,7.0,10
T,2004,11.289781913656018,12.421990151752643,0,Individual,1,2,16.1,7.247792581767846,70.0,5.0,21
M,2007,12.611537753638338,11.608235644774552,0,Individual,1,2,10.5,7.68662133494462,120.0,7.0,18
M,2009,12.793859310432293,11.512925464970229,0,Individual,1,1,19.3,7.129297548929373,73.9,5.0,16
H,2010,12.676076274775909,11.156250521031495,0,Individual,1,2,16.2,7.30854279753919,110.0,5.0,15
A,1994,11.502875129116727,11.512925464970229,0,Individual,1,2,12.8,7.598399329323964,52.0,5.0,31
M,2016,13.567049198665774,10.819778284410283,0,Individual,1,2,24.52,7.129297548929373,88.5,7.0,9
M,2013,13.337474757021274,11.842229212112828,0,Individual,1,1,20.77,7.129297548929373,88.76,7.0,12
S,2006,11.512925464970229,11.695247021764184,1,Individual,1,3,13.1,7.484930283289661,149.5,5.0,19
T,2014,12.254862809699606,10.46310334047155,1,Individual,1,2,16.7,7.066466970136958,64.1,5.0,11
M,2015,12.834681304952548,11.289781913656018,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,10
R,2019,13.574712071411344,8.951569643018821,1,Individual,1,1,20.0,6.906754778648554,71.0,7.0,6
M,2014,13.815510557964274,10.819778284410283,0,Individual,1,1,15.1,7.68662133494462,140.0,7.0,11
M,2002,11.695247021764184,11.002099841204238,0,Individual,1,2,20.8,7.3310603052186325,58.0,5.0,23
M,2016,13.527828485512494,11.512925464970229,0,Individual,1,1,20.8,7.2868764117507,64.1,5.0,9
H,2016,13.217673557208654,10.966161734398609,1,Individual,1,1,18.6,7.087573705557973,81.83,5.0,9
T,2018,13.681979165339751,11.863582336583399,0,Individual,1,1,14.1,7.68662133494462,147.94,5.0,7
T,2018,13.698976741708323,11.84939770159144,0,Individual,1,3,14.1,7.68662133494462,147.94,5.0,7
M,2015,13.458835614025542,10.46310334047155,1,Individual,1,1,16.02,7.224753405767971,93.7,7.0,10
M,2015,13.217673557208654,10.308952660644293,0,Individual,1,1,15.96,7.833203948641057,62.1,7.0,10
D,2018,12.89921982609012,9.210340371976184,1,Individual,1,1,19.83,7.088408778675395,67.0,5.0,7
M,2015,12.577636201962656,10.308952660644293,1,Individual,1,2,23.1,6.905753276311464,67.04,5.0,10
T,2012,11.918390573078392,11.407564949312402,0,Individual,1,1,19.09,7.241366283322318,69.0,5.0,13
M,2015,12.611537753638338,10.46310334047155,1,Individual,1,2,15.37,7.086737934510577,73.0,7.0,10
M,2009,12.301382825334498,10.126631103850338,1,Individual,1,1,,,,,16
M,2008,12.30591798049989,10.463331885781653,1,Dealer,1,1,21.79,6.905753276311464,67.05,5.0,17
D,2017,12.506177237980511,10.344963098167325,1,Dealer,1,1,22.7,6.683360945766275,53.64,5.0,8
H,2014,13.028052697933088,10.652826012745816,0,Dealer,1,1,24.4,7.02108396428914,71.0,5.0,11
T,2011,12.611537753638338,11.184421397998193,1,Dealer,1,1,17.6,7.310550158534422,88.7,5.0,14
T,2014,13.081541382884074,10.913104679632676,0,Dealer,1,1,23.59,7.218176838403408,67.04,5.0,11
H,2018,13.815510557964274,10.308952660644293,0,Individual,0,1,22.0,7.366445148327599,126.2,5.0,7
B,2017,14.77102200299171,10.691944912900398,0,Dealer,0,1,22.69,7.598399329323964,190.0,5.0,8
T,2017,14.430696197054507,9.846387960495555,0,Dealer,0,1,11.36,7.9211727215870145,171.5,7.0,8
H,2019,13.122363377404328,8.517193191416238,1,Individual,1,1,20.3,6.990256500493881,68.0,5.0,6
M,2013,13.592367006650065,11.669929213779893,0,Dealer,0,1,11.18,7.899524472032198,184.0,7.0,12
R,2013,13.815510557964274,11.225376716963682,0,Dealer,0,1,13.73,7.598399329323964,148.0,5.0,12
T,2013,12.429216196844383,10.819778284410283,0,Individual,1,1,21.02,7.129297548929373,88.8,5.0,12
R,2012,12.409013489526863,11.512925464970229,0,Dealer,1,1,23.08,7.2868764117507,63.1,5.0,13
H,2019,13.345506928718539,8.374938143835367,1,Dealer,0,1,18.9,7.087573705557973,82.0,5.0,6
V,2018,13.235692062711331,9.581559041355757,1,Dealer,1,1,18.78,6.906754778648554,75.0,5.0,7
H,2018,13.42984807715229,9.056722883310583,1,Dealer,1,1,18.7,7.089243155027514,88.7,5.0,7
M,2019,13.458835614025542,10.308952660644293,0,Individual,1,1,28.4,7.129297548929373,74.02,5.0,6
T,2013,12.301382825334498,11.289781913656018,0,Individual,1,1,23.03,7.241366283322318,69.0,5.0,12
T,2017,13.017002861746503,11.156250521031495,0,Individual,1,1,19.09,7.247792581767846,69.01,5.0,8
T,2017,13.17115354157376,9.889540746403503,1,Dealer,0,1,20.3,7.089243155027514,84.0,5.0,8
T,2009,13.38472764187182,12.396693005138824,0,Individual,1,4,12.8,7.821643126239982,102.0,7.0,16
B,2018,15.520258650202699,9.998797732340453,0,Individual,0,1,17.09,8.0040315078527,261.4,4.0,7
M,2017,13.681979165339751,10.308952660644293,0,Dealer,0,1,28.4,7.129297548929373,74.02,5.0,8
H,2019,13.573438996764546,9.104979856318357,1,Dealer,1,1,18.6,7.087573705557973,81.83,5.0,6
H,2017,13.617058399727497,10.308952660644293,1,Dealer,1,1,17.5,7.089243155027514,88.7,5.0,8
B,2016,14.897315728316002,11.002099841204238,0,Dealer,0,1,21.76,7.598399329323964,188.0,5.0,9
T,2016,14.470436525704022,10.203592144986466,0,Dealer,1,1,13.68,7.780303087908373,147.51,7.0,9
H,2017,13.693342923990066,10.571316925111784,0,Dealer,1,1,25.5,7.311886164077165,98.6,5.0,8
F,2015,13.42984807715229,11.06663836234181,1,Dealer,0,1,16.05,7.312553498102598,110.4,5.0,10
F,2017,13.77468856344402,10.645424897265505,0,Dealer,1,1,23.0,7.311886164077165,98.96,5.0,8
H,2012,12.86099861326992,10.714417768752456,1,Dealer,1,1,18.5,7.088408778675395,86.8,5.0,13
T,2019,14.316285845876763,9.615805480084347,0,Dealer,1,1,17.0,7.578656850594762,167.67,5.0,6
M,2018,13.698976741708323,10.915088464214607,0,Dealer,1,1,18.49,7.30854279753919,100.0,7.0,7
F,2015,14.058456736574664,11.06663836234181,0,Dealer,0,1,11.4,7.990576881743923,153.86,7.0,10
B,2018,15.60727002719233,10.203592144986466,0,Dealer,0,1,17.09,8.0040315078527,261.4,4.0,7
M,2019,13.840203170554645,9.615805480084347,1,Dealer,0,1,20.28,7.2875606403097235,103.25,5.0,6
V,2016,13.422467969854667,11.141861783579396,1,Dealer,0,1,17.2,7.087573705557973,103.6,5.0,9
M,2017,13.458835614025542,11.289781913656018,1,Dealer,1,1,22.0,7.087573705557973,81.8,5.0,8
F,2016,13.567049198665774,11.002099841204238,0,Dealer,1,1,22.77,7.311886164077165,98.59,5.0,9
H,2017,13.864300722133706,11.156250521031495,0,Dealer,1,1,22.32,7.366445148327599,126.32,5.0,8
A,2015,14.808762330974558,11.56171562913966,0,Dealer,0,2,13.22,7.995306620290822,241.4,5.0,10
T,2016,12.89921982609012,11.512925464970229,0,Individual,1,1,22.95,7.129297548929373,74.0,5.0,9
M,2011,12.89921982609012,11.512925464970229,0,Individual,1,1,15.96,7.833203948641057,62.1,9.0,14
M,2009,11.350406535472453,11.407564949312402,1,Individual,1,2,19.7,6.679599185844383,46.3,5.0,16
T,2018,14.077874822431765,10.46310334047155,0,Individual,1,1,17.6,7.68662133494462,153.86,7.0,7
M,2018,13.617058399727497,9.350102314351341,0,Individual,1,1,18.49,7.30854279753919,100.0,7.0,7
M,2015,13.337474757021274,10.596634733096073,0,Individual,0,1,18.49,7.30854279753919,100.0,7.0,10
R,2018,12.468436909997665,10.819778284410283,1,Individual,1,1,23.01,6.906754778648554,67.0,5.0,7
H,2016,13.5985975564007,10.81777628173961,1,Dealer,1,1,16.3,7.493873886783559,147.5,5.0,9
H,2015,13.091902108061824,10.921973796724952,1,Dealer,1,1,18.9,7.087573705557973,82.0,5.0,10
J,2017,14.812828128480803,9.104979856318357,0,Dealer,0,1,13.6,7.6004023345004,177.0,5.0,8
T,2018,13.60602333309755,9.305650551780507,1,Dealer,1,1,17.0,7.088408778675395,108.5,5.0,7
H,2015,13.262125319779487,10.819778284410283,1,Individual,0,1,19.0,7.089243155027514,88.7,5.0,10
J,2018,14.331323723241304,11.289781913656018,0,Individual,1,1,17.1,7.578656850594762,170.0,5.0,7
S,2016,13.37700559577791,9.305650551780507,1,Dealer,0,1,14.3,7.37650812632622,103.5,5.0,9
J,2015,14.73180128983843,9.51044496442652,0,Dealer,0,1,14.74,8.0040315078527,270.9,5.0,10
M,2018,14.75160391713461,9.798127036878302,1,Dealer,0,1,15.04,7.596392304064196,183.0,5.0,7
M,2017,14.808762330974558,9.680344001221918,1,Dealer,0,1,14.74,7.596392304064196,181.04,5.0,8
V,2017,13.38472764187182,9.842462850698354,1,Dealer,1,1,17.0,7.088408778675395,73.75,5.0,8
T,2017,14.374554182245287,10.404838432339576,0,Dealer,1,1,13.68,7.780303087908373,147.8,7.0,8
H,2017,13.737549016494562,9.798127036878302,1,Dealer,0,1,15.6,7.311218384419629,116.3,5.0,8
T,2019,13.704577879937933,9.175127616220438,1,Dealer,0,1,19.56,7.087573705557973,81.8,5.0,6
M,2011,12.072541252905651,9.305650551780507,1,Dealer,1,1,23.95,6.905753276311464,67.05,5.0,14
M,2012,12.736700896592344,10.09823162932864,1,Dealer,1,1,21.21,7.087573705557973,81.8,5.0,13
T,2016,14.237504968023648,10.649298338178925,0,Dealer,0,2,11.36,7.9211727215870145,171.5,7.0,9
M,2017,13.604789526648622,10.773671516710033,0,Dealer,1,1,28.09,7.129297548929373,88.5,5.0,8
T,2018,13.840203170554645,8.987196820661973,0,Dealer,0,1,21.5,7.311218384419629,108.5,5.0,7
B,2016,14.580978400103845,10.308952660644293,0,Dealer,0,1,22.69,7.598399329323964,190.0,5.0,9
T,2013,13.721199878493033,11.156250521031495,0,Individual,1,2,12.99,7.821643126239982,100.0,8.0,12
T,2016,12.611537753638338,11.002099841204238,0,Individual,1,2,17.88,7.247792581767846,48.21,5.0,9
M,2004,11.695247021764184,11.289781913656018,1,Individual,1,2,17.3,6.900730664045173,60.0,5.0,21
H,2015,13.102160670086809,10.734220396048636,1,Individual,1,2,18.6,7.087573705557973,81.83,5.0,10
H,2013,12.959844447906553,11.156250521031495,0,Individual,1,1,25.8,7.311886164077165,98.6,5.0,12
M,2011,11.951180395901384,10.596634733096073,1,Individual,1,1,19.7,6.679599185844383,46.3,5.0,14
M,2013,13.102160670086809,11.407564949312402,0,Individual,1,2,12.05,7.68662133494462,120.0,8.0,12
M,2010,11.790557201568507,11.56171562913966,1,Individual,1,1,19.7,6.679599185844383,46.3,5.0,15
H,2018,13.527828485512494,10.308952660644293,0,Individual,1,1,22.54,7.241366283322318,88.76,5.0,7
M,2011,12.323855681186558,9.903487552536127,1,Individual,1,1,18.9,6.905753276311464,67.1,5.0,14
H,2011,12.388394202324129,11.289781913656018,1,Individual,1,1,20.36,7.087573705557973,78.9,5.0,14
M,2004,10.414843035901725,11.407564949312402,1,Individual,1,3,18.9,6.905753276311464,67.1,5.0,21
C,2010,11.289781913656018,11.289781913656018,1,Individual,1,2,18.0,6.902742737158593,62.0,5.0,15
M,2004,10.596634733096073,11.695247021764184,1,Individual,1,1,16.1,6.679599185844383,37.0,4.0,21
H,2019,13.9108207377686,10.819778284410283,0,Individual,1,2,21.9,7.311886164077165,98.6,7.0,6
J,2017,14.812828128480803,9.104979856318357,0,Dealer,0,1,13.6,7.6004023345004,177.0,5.0,8
L,2019,15.454507272639919,9.903487552536127,1,Dealer,0,1,22.37,7.818832443803404,214.56,5.0,6
J,2017,14.978661367769956,10.714417768752456,0,Dealer,0,1,19.33,7.6004023345004,177.0,5.0,8
T,2015,13.128345449081877,11.608235644774552,0,Individual,1,1,14.1,7.68662133494462,147.94,7.0,10
V,2019,15.150511624696614,9.903487552536127,0,Individual,0,1,18.0,7.585281078639126,190.0,5.0,6
T,2016,14.508657738524219,11.128570951924754,1,Trustmark Dealer,0,1,19.16,7.821643126239982,157.7,5.0,9
M,2013,12.323855681186558,10.97409466479416,1,Trustmark Dealer,1,1,21.79,6.905753276311464,67.05,5.0,12
M,2018,13.514405465180353,10.566613573984062,0,Dealer,1,1,27.39,7.129297548929373,74.0,5.0,7
H,2016,13.217673557208654,10.941889716805212,1,Trustmark Dealer,1,1,18.2,7.089243155027514,88.7,5.0,9
T,2013,13.527828485512494,11.281346434834918,0,Trustmark Dealer,1,2,12.99,7.821643126239982,100.6,7.0,12
M,2019,13.38472764187182,8.634264863002075,1,Trustmark Dealer,0,1,22.0,7.087573705557973,81.8,5.0,6
T,2017,13.345506928718539,10.147922817984627,1,Trustmark Dealer,1,1,16.78,7.310550158534422,88.73,5.0,8
M,2018,13.304684934198283,11.153088383884281,1,Dealer,0,1,22.0,7.087573705557973,81.8,5.0,7
H,2017,13.017002861746503,10.938272178458073,0,Dealer,1,1,24.0,7.078341579557671,73.97,5.0,8
B,2019,15.501909511534503,8.922658299524402,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
B,2019,15.520258650202699,9.047821442478408,0,Dealer,0,1,16.78,7.598399329323964,190.0,5.0,6
H,2019,13.565766324852886,8.858226439365012,1,Trustmark Dealer,0,1,19.0,7.089243155027514,88.76,5.0,6
S,2016,13.37700559577791,9.305650551780507,1,Dealer,0,1,14.3,7.37650812632622,103.5,5.0,9
V,2018,14.721750953984929,7.600902459542082,0,Dealer,0,1,16.8,7.592870287844818,150.0,5.0,7
H,2016,12.84792653170257,11.289781913656018,0,Individual,1,2,24.4,7.02108396428914,71.0,5.0,9
T,2011,12.611537753638338,11.695247021764184,0,Individual,1,2,11.57,7.68662133494462,138.1,7.0,14
M,2014,12.388394202324129,10.819778284410283,1,Individual,1,1,22.74,6.679599185844383,47.3,5.0,11
M,2011,12.691580461311874,11.156250521031495,0,Individual,1,1,22.9,7.129297548929373,74.0,5.0,14
M,2016,12.89921982609012,11.77528972943772,0,Individual,1,1,25.32,7.088408778675395,77.0,6.0,9
R,2017,13.592367006650065,10.819778284410283,0,Individual,1,1,21.04,7.2868764117507,83.8,8.0,8
F,2018,13.764217263576723,11.289781913656018,0,Individual,1,1,23.0,7.311886164077165,98.96,5.0,7
M,2013,12.611537753638338,11.695247021764184,0,Individual,1,4,22.9,7.129297548929373,74.0,5.0,12
M,2020,12.765688433465597,8.517193191416238,1,Individual,1,1,22.05,6.679599185844383,47.3,5.0,5
M,2017,13.180632285528304,10.985292722887856,1,Individual,1,1,18.15,7.088408778675395,82.0,5.0,8
C,2013,12.765688433465597,11.512925464970229,0,Individual,1,3,18.2,7.129297548929373,73.8,7.0,12
